biome z2(m)     z1(m)   fVCover   ChiL   SoDep(m)  RootD(m)  Phi_half  
 1    35.000   11.500    0.874    0.250    2.500    1.500   -200.000
 2    20.000   11.500    0.597    0.250    2.000    1.500   -200.000
 3    20.000   10.000    0.727    0.125    2.000    1.500   -200.000
 4    17.000    8.500    0.558    0.010    2.000    1.500   -200.000
 5    17.000    8.500    0.670    0.010    2.000    1.500   -200.000
 6     1.000    0.100    0.776   -0.300    1.500    1.000   -200.000
 7     1.000    0.100    0.343   -0.300    1.500    1.000   -200.000
 8     1.000    0.100    0.343   -0.300    1.500    1.000   -200.000
 9     0.500    0.100    0.136    0.010    1.500    1.000   -300.000
10     0.600    0.100    0.402    0.200    1.500    1.000   -200.000
11     1.000    0.100    0.055   -0.300    1.500    1.000   -200.000
12     1.000    0.100    0.753   -0.300    1.500    1.000   -200.000
13     1.000    0.100    0.055   -0.300    1.500    1.000   -200.000
Biome Leaf Transmittance                  Leaf Reflectance
      SW Green LW Green SW Brown LW Brown SW Green LW Green SW Brown LWBrown 
 1     0.050    0.250    0.001    0.001    0.100    0.450    0.160    0.390
 2     0.050    0.250    0.001    0.001    0.100    0.450    0.160    0.430
 3     0.050    0.150    0.001    0.001    0.070    0.400    0.160    0.420
 4     0.050    0.100    0.001    0.001    0.070    0.350    0.160    0.410
 5     0.050    0.100    0.001    0.001    0.070    0.350    0.160    0.410
 6     0.050    0.250    0.001    0.001    0.100    0.450    0.160    0.390
 7     0.070    0.248    0.220    0.375    0.100    0.580    0.220    0.480
 8     0.050    0.250    0.001    0.001    0.100    0.450    0.160    0.390
 9     0.050    0.250    0.001    0.001    0.120    0.400    0.220    0.480
10     0.070    0.248    0.220    0.375    0.120    0.400    0.220    0.480
11     0.070    0.248    0.220    0.375    0.120    0.400    0.220    0.480
12     0.050    0.250    0.001    0.001    0.100    0.450    0.160    0.390
13     0.050    0.250    0.001    0.001    0.100    0.450    0.160    0.390
biome vmax0       EffCon  gsSlope   gsMin    Atheta   Btheta    
 1    0.100E-03   0.080    9.000    0.010    0.980    0.950
 2    0.100E-03   0.080    9.000    0.010    0.980    0.950
 3    0.750E-04   0.080    9.000    0.010    0.980    0.950
 4    0.600E-04   0.080    9.000    0.010    0.980    0.950
 5    0.100E-03   0.080    9.000    0.010    0.980    0.950
 6    0.300E-04   0.050    4.000    0.040    0.800    0.950
 7    0.300E-04   0.050    4.000    0.040    0.800    0.950
 8    0.300E-04   0.050    4.000    0.040    0.800    0.950
 9    0.600E-04   0.080    9.000    0.010    0.980    0.950
10    0.600E-04   0.080    9.000    0.010    0.980    0.950
11    0.300E-04   0.050    4.000    0.040    0.800    0.950
12    0.100E-03   0.080    9.000    0.010    0.980    0.950
13    0.300E-04   0.050    4.000    0.040    0.800    0.950
biome  TRDA   TRDM(K)  TROP(K)   respcp    SLTI    SHTI      HLTI    HHTI      
 1     1.300  328.160  298.160    0.015    0.200  283.160    0.300  311.160
 2     1.300  328.160  298.160    0.015    0.200  283.160    0.300  311.160
 3     1.300  328.160  298.160    0.015    0.200  280.660    0.300  307.160
 4     1.300  328.160  298.160    0.015    0.200  278.160    0.300  303.160
 5     1.300  328.160  298.160    0.015    0.200  278.160    0.300  303.160
 6     1.300  328.160  298.160    0.015    0.300  288.160    0.300  313.160
 7     1.300  328.160  298.160    0.015    0.300  288.160    0.300  313.160
 8     1.300  328.160  298.160    0.015    0.300  288.160    0.300  313.160
 9     1.300  328.160  298.160    0.015    0.200  283.160    0.300  313.160
